Date,Query,HashTag,Mentions
2018-05-31,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",kennedyforutah,1
2018-05-31,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",utpol,1
2018-05-31,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",democrat,1
2018-05-31,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",medicaidexpansionva,1
2018-05-31,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",gop,1
2018-05-31,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",republican,1
2018-05-31,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",medicaidexpansion,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",migovdebate,3
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",taxreform,3
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",morningjoe,2
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",hypocrites,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trumpleaks,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trumpabuseofpower,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",gaza,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",healthcarereform,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trumpwhcorruption,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",republicans,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",firerudy,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",takeitback,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",migov,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",mpc18,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",republican,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",trumptapes,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",mpc2018,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",flipthehouse,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",nationaldonutday,1
2018-06-01,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",gopiscomplicit,1
2018-06-02,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",globalistsycophant,3
2018-06-02,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",what,1
2018-06-02,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",indigenous,1
2018-06-02,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",firstpeoples,1
2018-06-02,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",wearestillhere,1
2018-06-02,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",fairblog,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",sarcasm,4
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",fairmaps,2
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",bluewave2018,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",migovdebate,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",takeitback,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",patriotsnotpoliticians,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",mcga,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",taxreform,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",demforce,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",championwomen,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",flipthehouse,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",nationaldonutday,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",usaact,1
2018-06-03,"(""policy"" OR ""policies"") AND (""republican"" OR ""republicans"")",savecalifornia,1
2018-06-04,"""bill schuette""",migov,8
2018-06-04,"""bill schuette""",shadyschuette,4
2018-06-04,"""bill schuette""",diein,2
2018-06-04,"""bill schuette""",medicaid,2
2018-06-04,"""bill schuette""",mpc18,2
2018-06-04,"""bill schuette""",mackinac,1
2018-06-04,"""bill schuette""",michigan,1
2018-06-04,"""bill schuette""",nobs,1
2018-06-04,"""bill schuette""",racist,1
2018-06-04,"""bill schuette""",detroit,1
2018-06-04,"""bill schuette""",bankolethompson,1
2018-06-04,"""bill schuette""",redline,1
2018-06-04,"""bill schuette""",mpc2018,1
2018-06-05,"""bill schuette""",shadyschuette,14
2018-06-05,"""bill schuette""",migov,10
2018-06-05,"""bill schuette""",factsmatter,4
2018-06-05,"""bill schuette""",itsjustpolitics,3
2018-06-05,"""bill schuette""",michigan,1
2018-06-05,"""bill schuette""",mmiga,1
2018-06-05,"""bill schuette""",vpinmi,1
2018-06-05,"""bill schuette""",michigandemocrats,1
2018-06-05,"""bill schuette""",principledsolutions,1
2018-06-05,"""bill schuette""",detroittoday,1
2018-06-06,"""bill schuette""",migov,15
2018-06-06,"""bill schuette""",mileg,3
2018-06-06,"""bill schuette""",neverschuette,2
2018-06-06,"""bill schuette""",shadyschuette,2
2018-06-06,"""bill schuette""",michigan,1
2018-06-06,"""bill schuette""",californiaprimary2018,1
2018-06-06,"""bill schuette""",michiganvote,1
2018-06-06,"""bill schuette""",vetsvote,1
2018-06-06,"""bill schuette""",travisallenforcagovenor,1
2018-06-06,"""bill schuette""",takecaliforniaback,1
2018-06-06,"""bill schuette""",water,1
2018-06-06,"""bill schuette""",itsjustpolitics,1
2018-06-06,"""bill schuette""",family,1
2018-06-06,"""bill schuette""",maga,1
2018-06-06,"""bill schuette""",primaryelection,1
2018-06-04,"(""democrats"" OR ""democrat"")",democrats,138
2018-06-04,"(""democrats"" OR ""democrat"")",maga,107
2018-06-04,"(""democrats"" OR ""democrat"")",bluewave,70
2018-06-04,"(""democrats"" OR ""democrat"")",trump,62
2018-06-04,"(""democrats"" OR ""democrat"")",trumprussia,59
2018-06-04,"(""democrats"" OR ""democrat"")",demswork4usa,50
2018-06-04,"(""democrats"" OR ""democrat"")",progressives,48
2018-06-04,"(""democrats"" OR ""democrat"")",iowa,46
2018-06-04,"(""democrats"" OR ""democrat"")",winblue,46
2018-06-04,"(""democrats"" OR ""democrat"")",flipitblue,45
2018-06-04,"(""democrats"" OR ""democrat"")",yeswecan,45
2018-06-04,"(""democrats"" OR ""democrat"")",npp2018,43
2018-06-04,"(""democrats"" OR ""democrat"")",ca48,42
2018-06-04,"(""democrats"" OR ""democrat"")",moderates,41
2018-06-04,"(""democrats"" OR ""democrat"")",iapolitics,41
2018-06-04,"(""democrats"" OR ""democrat"")",election2018,41
2018-06-04,"(""democrats"" OR ""democrat"")",iapol,41
2018-06-04,"(""democrats"" OR ""democrat"")",healthcare,40
2018-06-04,"(""democrats"" OR ""democrat"")",ialegis,40
2018-06-04,"(""democrats"" OR ""democrat"")",medicare,38
2018-06-04,"(""democrats"" OR ""democrat"")",medicaid,38
2018-06-04,"(""democrats"" OR ""democrat"")",ca49,31
2018-06-04,"(""democrats"" OR ""democrat"")",ca39,31
2018-06-04,"(""democrats"" OR ""democrat"")",russiagate,29
2018-06-04,"(""democrats"" OR ""democrat"")",countrybeforeparty,28
2018-06-05,"(""democrats"" OR ""democrat"")",maga,254
2018-06-05,"(""democrats"" OR ""democrat"")",democrats,121
2018-06-05,"(""democrats"" OR ""democrat"")",primaryelection,106
2018-06-05,"(""democrats"" OR ""democrat"")",tuesdaythoughts,82
2018-06-05,"(""democrats"" OR ""democrat"")",bluewave,56
2018-06-05,"(""democrats"" OR ""democrat"")",sd17,56
2018-06-05,"(""democrats"" OR ""democrat"")",californiaprimary2018,40
2018-06-05,"(""democrats"" OR ""democrat"")",norecess,40
2018-06-05,"(""democrats"" OR ""democrat"")",flipitblue,38
2018-06-05,"(""democrats"" OR ""democrat"")",bluewave2018,38
2018-06-05,"(""democrats"" OR ""democrat"")",liberals,34
2018-06-05,"(""democrats"" OR ""democrat"")",progressives,31
2018-06-05,"(""democrats"" OR ""democrat"")",demswork4usa,31
2018-06-05,"(""democrats"" OR ""democrat"")",winblue,30
2018-06-05,"(""democrats"" OR ""democrat"")",california,28
2018-06-05,"(""democrats"" OR ""democrat"")",election2018,28
2018-06-05,"(""democrats"" OR ""democrat"")",californiaprimary,26
2018-06-05,"(""democrats"" OR ""democrat"")",ca39,26
2018-06-05,"(""democrats"" OR ""democrat"")",primaryday,24
2018-06-05,"(""democrats"" OR ""democrat"")",yeswecan,24
2018-06-05,"(""democrats"" OR ""democrat"")",trump,24
2018-06-05,"(""democrats"" OR ""democrat"")",ca48,24
2018-06-05,"(""democrats"" OR ""democrat"")",democrat,21
2018-06-05,"(""democrats"" OR ""democrat"")",newjersey,21
2018-06-05,"(""democrats"" OR ""democrat"")",breaking,20
2018-06-06,"(""democrats"" OR ""democrat"")",californiaprimary2018,250
2018-06-06,"(""democrats"" OR ""democrat"")",maga,171
2018-06-06,"(""democrats"" OR ""democrat"")",democrats,114
2018-06-06,"(""democrats"" OR ""democrat"")",bluewave,99
2018-06-06,"(""democrats"" OR ""democrat"")",wednesdaywisdom,79
2018-06-06,"(""democrats"" OR ""democrat"")",1,76
2018-06-06,"(""democrats"" OR ""democrat"")",election2018,55
2018-06-06,"(""democrats"" OR ""democrat"")",mileg,50
2018-06-06,"(""democrats"" OR ""democrat"")",trump,46
2018-06-06,"(""democrats"" OR ""democrat"")",flipitblue,45
2018-06-06,"(""democrats"" OR ""democrat"")",theresistance,43
2018-06-06,"(""democrats"" OR ""democrat"")",primaryday,40
2018-06-06,"(""democrats"" OR ""democrat"")",gop,39
2018-06-06,"(""democrats"" OR ""democrat"")",caprimary,36
2018-06-06,"(""democrats"" OR ""democrat"")",godblessamerica,35
2018-06-06,"(""democrats"" OR ""democrat"")",redwaverising,32
2018-06-06,"(""democrats"" OR ""democrat"")",california,31
2018-06-06,"(""democrats"" OR ""democrat"")",foxnews,30
2018-06-06,"(""democrats"" OR ""democrat"")",spygate,27
2018-06-06,"(""democrats"" OR ""democrat"")",caredrevolt,27
2018-06-06,"(""democrats"" OR ""democrat"")",progressives,27
2018-06-06,"(""democrats"" OR ""democrat"")",demswork4usa,26
2018-06-06,"(""democrats"" OR ""democrat"")",apracecall,26
2018-06-06,"(""democrats"" OR ""democrat"")",winblue,26
2018-06-06,"(""democrats"" OR ""democrat"")",ca48,26
2018-06-04,"(""republicans"" OR ""republican"")",trump,74
2018-06-04,"(""republicans"" OR ""republican"")",maga,54
2018-06-04,"(""republicans"" OR ""republican"")",republicans,52
2018-06-04,"(""republicans"" OR ""republican"")",countrybeforeparty,29
2018-06-04,"(""republicans"" OR ""republican"")",fbi,28
2018-06-04,"(""republicans"" OR ""republican"")",benghazi,25
2018-06-04,"(""republicans"" OR ""republican"")",supertuesday,25
2018-06-04,"(""republicans"" OR ""republican"")",puertorico,24
2018-06-04,"(""republicans"" OR ""republican"")",democrats,24
2018-06-04,"(""republicans"" OR ""republican"")",theresistance,22
2018-06-04,"(""republicans"" OR ""republican"")",gop,21
2018-06-04,"(""republicans"" OR ""republican"")",morningjoe,16
2018-06-04,"(""republicans"" OR ""republican"")",mueller,15
2018-06-04,"(""republicans"" OR ""republican"")",congress,15
2018-06-04,"(""republicans"" OR ""republican"")",america,14
2018-06-04,"(""republicans"" OR ""republican"")",mondaymotivation,14
2018-06-04,"(""republicans"" OR ""republican"")",2018midterms,14
2018-06-04,"(""republicans"" OR ""republican"")",michigan,14
2018-06-04,"(""republicans"" OR ""republican"")",mileg,12
2018-06-04,"(""republicans"" OR ""republican"")",netneutrality,12
2018-06-04,"(""republicans"" OR ""republican"")",californiacounts,12
2018-06-04,"(""republicans"" OR ""republican"")",scotus,12
2018-06-04,"(""republicans"" OR ""republican"")",ca39,12
2018-06-04,"(""republicans"" OR ""republican"")",liberals,11
2018-06-04,"(""republicans"" OR ""republican"")",spygate,11
2018-06-05,"(""republicans"" OR ""republican"")",tuesdaythoughts,102
2018-06-05,"(""republicans"" OR ""republican"")",primaryelection,98
2018-06-05,"(""republicans"" OR ""republican"")",maga,60
2018-06-05,"(""republicans"" OR ""republican"")",republicans,40
2018-06-05,"(""republicans"" OR ""republican"")",sd17,40
2018-06-05,"(""republicans"" OR ""republican"")",trump,37
2018-06-05,"(""republicans"" OR ""republican"")",supertuesday,35
2018-06-05,"(""republicans"" OR ""republican"")",republican,30
2018-06-05,"(""republicans"" OR ""republican"")",mileg,29
2018-06-05,"(""republicans"" OR ""republican"")",gop,26
2018-06-05,"(""republicans"" OR ""republican"")",bluewave,25
2018-06-05,"(""republicans"" OR ""republican"")",californiaprimary2018,23
2018-06-05,"(""republicans"" OR ""republican"")",primaryday,22
2018-06-05,"(""republicans"" OR ""republican"")",caprimary,20
2018-06-05,"(""republicans"" OR ""republican"")",democrats,19
2018-06-05,"(""republicans"" OR ""republican"")",bluewave2018,18
2018-06-05,"(""republicans"" OR ""republican"")",californiaprimary,16
2018-06-05,"(""republicans"" OR ""republican"")",america,15
2018-06-05,"(""republicans"" OR ""republican"")",usa,15
2018-06-05,"(""republicans"" OR ""republican"")",voteblue,15
2018-06-05,"(""republicans"" OR ""republican"")",california,14
2018-06-05,"(""republicans"" OR ""republican"")",spygate,14
2018-06-05,"(""republicans"" OR ""republican"")",newjersey,12
2018-06-05,"(""republicans"" OR ""republican"")",resist,11
2018-06-05,"(""republicans"" OR ""republican"")",liberals,10
2018-06-06,"(""republicans"" OR ""republican"")",californiaprimary2018,170
2018-06-06,"(""republicans"" OR ""republican"")",mileg,148
2018-06-06,"(""republicans"" OR ""republican"")",spygate,91
2018-06-06,"(""republicans"" OR ""republican"")",wednesdaywisdom,88
2018-06-06,"(""republicans"" OR ""republican"")",maga,70
2018-06-06,"(""republicans"" OR ""republican"")",prevailingwage,61
2018-06-06,"(""republicans"" OR ""republican"")",theresistance,52
2018-06-06,"(""republicans"" OR ""republican"")",bluewave,51
2018-06-06,"(""republicans"" OR ""republican"")",protectprevailingwage,48
2018-06-06,"(""republicans"" OR ""republican"")",caprimary,42
2018-06-06,"(""republicans"" OR ""republican"")",republicans,35
2018-06-06,"(""republicans"" OR ""republican"")",ldtpoll,31
2018-06-06,"(""republicans"" OR ""republican"")",dday,28
2018-06-06,"(""republicans"" OR ""republican"")",trump,28
2018-06-06,"(""republicans"" OR ""republican"")",election2018,25
2018-06-06,"(""republicans"" OR ""republican"")",1u,25
2018-06-06,"(""republicans"" OR ""republican"")",ca48,24
2018-06-06,"(""republicans"" OR ""republican"")",apracecall,23
2018-06-06,"(""republicans"" OR ""republican"")",gop,22
2018-06-06,"(""republicans"" OR ""republican"")",primaryday,21
2018-06-06,"(""republicans"" OR ""republican"")",askingforafriend,20
2018-06-06,"(""republicans"" OR ""republican"")",sb897,19
2018-06-06,"(""republicans"" OR ""republican"")",bluetored,19
2018-06-06,"(""republicans"" OR ""republican"")",stopsb897,17
2018-06-06,"(""republicans"" OR ""republican"")",realtalk,16
2018-06-04,"""trump""",trump,237
2018-06-04,"""trump""",maga,209
2018-06-04,"""trump""",morningjoe,88
2018-06-04,"""trump""",resist,77
2018-06-04,"""trump""",eagles,76
2018-06-04,"""trump""",mondaymotivation,68
2018-06-04,"""trump""",sundayfunday,65
2018-06-04,"""trump""",adriennevittadini,61
2018-06-04,"""trump""",theresistance,56
2018-06-04,"""trump""",scotus,41
2018-06-04,"""trump""",flyeaglesfly,40
2018-06-04,"""trump""",resistance,36
2018-06-04,"""trump""",trump2020,35
2018-06-04,"""trump""",qanon,31
2018-06-04,"""trump""",kag,29
2018-06-04,"""trump""",fbr,26
2018-06-04,"""trump""",whattoread,23
2018-06-04,"""trump""",goodreads,23
2018-06-04,"""trump""",bestbooks,23
2018-06-04,"""trump""",summerreading,23
2018-06-04,"""trump""",booklovers,23
2018-06-04,"""trump""",fbrparty,22
2018-06-04,"""trump""",500daysofcorruption,22
2018-06-04,"""trump""",trumprussia,22
2018-06-04,"""trump""",ca48,22
2018-06-05,"""trump""",maga,233
2018-06-05,"""trump""",trump,220
2018-06-05,"""trump""",eagles,83
2018-06-05,"""trump""",resist,75
2018-06-05,"""trump""",tuesdaythoughts,70
2018-06-05,"""trump""",theresistance,59
2018-06-05,"""trump""",flyeaglesfly,37
2018-06-05,"""trump""",kag,34
2018-06-05,"""trump""",fbr,34
2018-06-05,"""trump""",takeaknee,33
2018-06-05,"""trump""",trump2020,31
2018-06-05,"""trump""",resistance,31
2018-06-05,"""trump""",qanon,27
2018-06-05,"""trump""",morningjoe,25
2018-06-05,"""trump""",spygate,22
2018-06-05,"""trump""",trumprussia,22
2018-06-05,"""trump""",fbrparty,19
2018-06-05,"""trump""",mondaymotivation,19
2018-06-05,"""trump""",bluewave2018,18
2018-06-05,"""trump""",breaking,18
2018-06-05,"""trump""",usa,17
2018-06-05,"""trump""",sd17,17
2018-06-05,"""trump""",mueller,17
2018-06-05,"""trump""",impeachtrump,17
2018-06-05,"""trump""",seen,17
2018-06-06,"""trump""",trump,279
2018-06-06,"""trump""",maga,249
2018-06-06,"""trump""",1,112
2018-06-06,"""trump""",resist,91
2018-06-06,"""trump""",wednesdaywisdom,64
2018-06-06,"""trump""",theresistance,61
2018-06-06,"""trump""",californiaprimary2018,54
2018-06-06,"""trump""",dday,50
2018-06-06,"""trump""",impeachtrump,38
2018-06-06,"""trump""",russia,38
2018-06-06,"""trump""",trump2020,36
2018-06-06,"""trump""",trumprussia,36
2018-06-06,"""trump""",fbr,35
2018-06-06,"""trump""",commandercheese,34
2018-06-06,"""trump""",resistance,33
2018-06-06,"""trump""",alicemariejohnson,33
2018-06-06,"""trump""",foxnews,32
2018-06-06,"""trump""",takeaknee,30
2018-06-06,"""trump""",gop,29
2018-06-06,"""trump""",basta,28
2018-06-06,"""trump""",americafirst,26
2018-06-06,"""trump""",fakenews,25
2018-06-06,"""trump""",kag,25
2018-06-06,"""trump""",bluewavecoming2018,25
2018-06-06,"""trump""",winning,24
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",democrats,45
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",demswork4usa,44
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",progressives,44
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",bluewave,44
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",winblue,43
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",yeswecan,43
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",npp2018,41
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",flipitblue,41
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iowa,40
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iapol,39
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",election2018,39
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iapolitics,39
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",moderates,39
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ialegis,38
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",healthcare,37
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",medicare,36
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",medicaid,36
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ia04,19
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",npp,14
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ia4,13
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iaprimary,12
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ia01,11
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iasd25,10
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",sd25,10
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ia1,7
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",democrats,41
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",demswork4usa,35
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",flipitblue,31
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",election2018,31
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",bluewave,30
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",progressives,30
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",winblue,29
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",yeswecan,28
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",liberals,23
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",healthcare,16
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",njpolitics,16
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",njpol,16
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",newjersey,16
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",breaking,13
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",npp,11
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",moderates,10
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",npp2018,9
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",veteran,9
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",bluewave2018,9
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",bluetsunami2018,8
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",nj,8
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",sd17,7
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",medicare,6
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",smallbiz,6
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iapol,6
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",election2018,55
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",californiaprimary2018,32
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",bluewave,30
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",democrats,29
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",demswork4usa,26
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",caprimary,26
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",apracecall,26
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",winblue,25
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",yeswecan,25
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",progressives,25
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",flipitblue,23
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",medicare,20
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iapol,20
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iapolitics,20
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",iowa,20
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",medicaid,20
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",healthcare,20
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",npp2018,15
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ialegis,15
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",moderates,13
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",npp,11
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",liberals,10
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ia04,7
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",ele,7
2018-06-06,"(""gubernatorial"" OR ""election"") AND (""democrat"" OR ""democrats"")",keepitblue,7
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",mssen,2
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",buildthewall,2
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",makeamericasafeagain,2
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",vote,2
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",maga,2
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",bluewave2018,1
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",demforce,1
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",truth,1
2018-06-04,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",ldtpoll,1
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",bluewave2018,5
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",periscope,4
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",maga,4
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",californiaprimary2018,3
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",election2018,3
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",republican,3
2018-06-05,"(""gubernatorial"" OR ""election"") AND (""republican"" OR ""republicans"")",thankyoutrump,2
